code_creditor,loan_purpose,rata_rata_income,Status_Pendapatan
L064,HOMEIMPROVEMENT,14348853,Tinggi
L040,HOMEIMPROVEMENT,14348853,Tinggi
L128,HOMEIMPROVEMENT,14348853,Tinggi
L123,HOMEIMPROVEMENT,14348853,Tinggi
L011,HOMEIMPROVEMENT,14348853,Tinggi
L023,HOMEIMPROVEMENT,14348853,Tinggi
L144,HOMEIMPROVEMENT,14348853,Tinggi
L150,HOMEIMPROVEMENT,14348853,Tinggi
L143,HOMEIMPROVEMENT,14348853,Tinggi
L075,HOMEIMPROVEMENT,14348853,Tinggi
L035,HOMEIMPROVEMENT,14348853,Tinggi
L063,HOMEIMPROVEMENT,14348853,Tinggi
L100,HOMEIMPROVEMENT,14348853,Tinggi
L026,HOMEIMPROVEMENT,14348853,Tinggi
L045,HOMEIMPROVEMENT,14348853,Tinggi
L128,HOMEIMPROVEMENT,14348853,Tinggi
L113,HOMEIMPROVEMENT,14348853,Tinggi
L019,HOMEIMPROVEMENT,14348853,Tinggi
L072,HOMEIMPROVEMENT,14348853,Tinggi
L085,HOMEIMPROVEMENT,14348853,Tinggi
L023,HOMEIMPROVEMENT,14348853,Tinggi
L036,HOMEIMPROVEMENT,14348853,Tinggi
L027,HOMEIMPROVEMENT,14348853,Tinggi
L060,HOMEIMPROVEMENT,14348853,Tinggi
L109,HOMEIMPROVEMENT,14348853,Tinggi
L072,HOMEIMPROVEMENT,14348853,Tinggi
L111,MEDICAL,11788256,Tinggi
L117,MEDICAL,11788256,Tinggi
L103,MEDICAL,11788256,Tinggi
L012,MEDICAL,11788256,Tinggi
L104,MEDICAL,11788256,Tinggi
L027,MEDICAL,11788256,Tinggi
L023,MEDICAL,11788256,Tinggi
L139,MEDICAL,11788256,Tinggi
L140,MEDICAL,11788256,Tinggi
L014,MEDICAL,11788256,Tinggi
L045,MEDICAL,11788256,Tinggi
L113,MEDICAL,11788256,Tinggi
L069,MEDICAL,11788256,Tinggi
L070,MEDICAL,11788256,Tinggi
L098,MEDICAL,11788256,Tinggi
L128,MEDICAL,11788256,Tinggi
L104,MEDICAL,11788256,Tinggi
L052,MEDICAL,11788256,Tinggi
L009,MEDICAL,11788256,Tinggi
L139,MEDICAL,11788256,Tinggi
L087,MEDICAL,11788256,Tinggi
L108,MEDICAL,11788256,Tinggi
L056,MEDICAL,11788256,Tinggi
L103,MEDICAL,11788256,Tinggi
L140,MEDICAL,11788256,Tinggi
L030,MEDICAL,11788256,Tinggi
L132,MEDICAL,11788256,Tinggi
L001,MEDICAL,11788256,Tinggi
L143,MEDICAL,11788256,Tinggi
L099,MEDICAL,11788256,Tinggi
L056,MEDICAL,11788256,Tinggi
L069,MEDICAL,11788256,Tinggi
L034,MEDICAL,11788256,Tinggi
L006,MEDICAL,11788256,Tinggi
L069,MEDICAL,11788256,Tinggi
L082,MEDICAL,11788256,Tinggi
L058,MEDICAL,11788256,Tinggi
L143,MEDICAL,11788256,Tinggi
L021,MEDICAL,11788256,Tinggi
L148,MEDICAL,11788256,Tinggi
L138,MEDICAL,11788256,Tinggi
L041,MEDICAL,11788256,Tinggi
L150,MEDICAL,11788256,Tinggi
L133,MEDICAL,11788256,Tinggi
L004,MEDICAL,11788256,Tinggi
L007,MEDICAL,11788256,Tinggi
L076,MEDICAL,11788256,Tinggi
L079,MEDICAL,11788256,Tinggi
L065,MEDICAL,11788256,Tinggi
L070,MEDICAL,11788256,Tinggi
L139,MEDICAL,11788256,Tinggi
L054,MEDICAL,11788256,Tinggi
L049,MEDICAL,11788256,Tinggi
L087,MEDICAL,11788256,Tinggi
L147,MEDICAL,11788256,Tinggi
L034,MEDICAL,11788256,Tinggi
L057,MEDICAL,11788256,Tinggi
L039,MEDICAL,11788256,Tinggi
L127,MEDICAL,11788256,Tinggi
L034,MEDICAL,11788256,Tinggi
L037,MEDICAL,11788256,Tinggi
L128,MEDICAL,11788256,Tinggi
L134,MEDICAL,11788256,Tinggi
L144,MEDICAL,11788256,Tinggi
L008,MEDICAL,11788256,Tinggi
L116,MEDICAL,11788256,Tinggi
L007,MEDICAL,11788256,Tinggi
L033,MEDICAL,11788256,Tinggi
L074,MEDICAL,11788256,Tinggi
L007,MEDICAL,11788256,Tinggi
L102,MEDICAL,11788256,Tinggi
L007,MEDICAL,11788256,Tinggi
L076,MEDICAL,11788256,Tinggi
L032,MEDICAL,11788256,Tinggi
L087,MEDICAL,11788256,Tinggi
L123,MEDICAL,11788256,Tinggi
L079,MEDICAL,11788256,Tinggi
L062,MEDICAL,11788256,Tinggi
L123,MEDICAL,11788256,Tinggi
L069,MEDICAL,11788256,Tinggi
L123,MEDICAL,11788256,Tinggi
L085,MEDICAL,11788256,Tinggi
L025,MEDICAL,11788256,Tinggi
L138,MEDICAL,11788256,Tinggi
L042,MEDICAL,11788256,Tinggi
L108,MEDICAL,11788256,Tinggi
L096,MEDICAL,11788256,Tinggi
L077,MEDICAL,11788256,Tinggi
L109,MEDICAL,11788256,Tinggi
L038,MEDICAL,11788256,Tinggi
L112,MEDICAL,11788256,Tinggi
L046,MEDICAL,11788256,Tinggi
L129,MEDICAL,11788256,Tinggi
L081,MEDICAL,11788256,Tinggi
L042,MEDICAL,11788256,Tinggi
L067,MEDICAL,11788256,Tinggi
L106,MEDICAL,11788256,Tinggi
L011,MEDICAL,11788256,Tinggi
L046,MEDICAL,11788256,Tinggi
L121,MEDICAL,11788256,Tinggi
L048,MEDICAL,11788256,Tinggi
L112,MEDICAL,11788256,Tinggi
L057,MEDICAL,11788256,Tinggi
L007,MEDICAL,11788256,Tinggi
L038,MEDICAL,11788256,Tinggi
L072,MEDICAL,11788256,Tinggi
L043,MEDICAL,11788256,Tinggi
L018,MEDICAL,11788256,Tinggi
L005,MEDICAL,11788256,Tinggi
L006,MEDICAL,11788256,Tinggi
L147,MEDICAL,11788256,Tinggi
L105,MEDICAL,11788256,Tinggi
L109,MEDICAL,11788256,Tinggi
L146,MEDICAL,11788256,Tinggi
L003,MEDICAL,11788256,Tinggi
L035,MEDICAL,11788256,Tinggi
L108,MEDICAL,11788256,Tinggi
L101,MEDICAL,11788256,Tinggi
L049,MEDICAL,11788256,Tinggi
L048,MEDICAL,11788256,Tinggi
L076,MEDICAL,11788256,Tinggi
L058,MEDICAL,11788256,Tinggi
L136,MEDICAL,11788256,Tinggi
L047,MEDICAL,11788256,Tinggi
L024,MEDICAL,11788256,Tinggi
L065,MEDICAL,11788256,Tinggi
L030,MEDICAL,11788256,Tinggi
L062,MEDICAL,11788256,Tinggi
L090,MEDICAL,11788256,Tinggi
L018,MEDICAL,11788256,Tinggi
L146,MEDICAL,11788256,Tinggi
L127,MEDICAL,11788256,Tinggi
L137,MEDICAL,11788256,Tinggi
L091,MEDICAL,11788256,Tinggi
L031,MEDICAL,11788256,Tinggi
L107,MEDICAL,11788256,Tinggi
L145,MEDICAL,11788256,Tinggi
L065,MEDICAL,11788256,Tinggi
L076,MEDICAL,11788256,Tinggi
L004,MEDICAL,11788256,Tinggi
L136,MEDICAL,11788256,Tinggi
L056,MEDICAL,11788256,Tinggi
L040,MEDICAL,11788256,Tinggi
L076,MEDICAL,11788256,Tinggi
L057,MEDICAL,11788256,Tinggi
L138,MEDICAL,11788256,Tinggi
L133,MEDICAL,11788256,Tinggi
L007,MEDICAL,11788256,Tinggi
L071,MEDICAL,11788256,Tinggi
L009,MEDICAL,11788256,Tinggi
L040,MEDICAL,11788256,Tinggi
L150,MEDICAL,11788256,Tinggi
L124,MEDICAL,11788256,Tinggi
L144,MEDICAL,11788256,Tinggi
L136,MEDICAL,11788256,Tinggi
L075,MEDICAL,11788256,Tinggi
L054,MEDICAL,11788256,Tinggi
L148,MEDICAL,11788256,Tinggi
L081,MEDICAL,11788256,Tinggi
L043,MEDICAL,11788256,Tinggi
L136,MEDICAL,11788256,Tinggi
L138,MEDICAL,11788256,Tinggi
L119,MEDICAL,11788256,Tinggi
L060,MEDICAL,11788256,Tinggi
L022,MEDICAL,11788256,Tinggi
L133,MEDICAL,11788256,Tinggi
L117,MEDICAL,11788256,Tinggi
L117,MEDICAL,11788256,Tinggi
L029,MEDICAL,11788256,Tinggi
L067,MEDICAL,11788256,Tinggi
L042,MEDICAL,11788256,Tinggi
L012,PERSONAL,12077505,Tinggi
L048,PERSONAL,12077505,Tinggi
L128,PERSONAL,12077505,Tinggi
L095,PERSONAL,12077505,Tinggi
L051,PERSONAL,12077505,Tinggi
L040,PERSONAL,12077505,Tinggi
L098,PERSONAL,12077505,Tinggi
L021,PERSONAL,12077505,Tinggi
L116,PERSONAL,12077505,Tinggi
L081,PERSONAL,12077505,Tinggi
L124,PERSONAL,12077505,Tinggi
L113,PERSONAL,12077505,Tinggi
L119,PERSONAL,12077505,Tinggi
L054,PERSONAL,12077505,Tinggi
L149,PERSONAL,12077505,Tinggi
L004,PERSONAL,12077505,Tinggi
L029,PERSONAL,12077505,Tinggi
L066,PERSONAL,12077505,Tinggi
L015,PERSONAL,12077505,Tinggi
L131,PERSONAL,12077505,Tinggi
L147,PERSONAL,12077505,Tinggi
L104,PERSONAL,12077505,Tinggi
L063,PERSONAL,12077505,Tinggi
L062,PERSONAL,12077505,Tinggi
L033,PERSONAL,12077505,Tinggi
L013,PERSONAL,12077505,Tinggi
L139,PERSONAL,12077505,Tinggi
L150,PERSONAL,12077505,Tinggi
L030,PERSONAL,12077505,Tinggi
L130,PERSONAL,12077505,Tinggi
L044,PERSONAL,12077505,Tinggi
L117,PERSONAL,12077505,Tinggi
L022,PERSONAL,12077505,Tinggi
L011,PERSONAL,12077505,Tinggi
L078,PERSONAL,12077505,Tinggi
L074,PERSONAL,12077505,Tinggi
L090,PERSONAL,12077505,Tinggi
L118,PERSONAL,12077505,Tinggi
L078,PERSONAL,12077505,Tinggi
L001,PERSONAL,12077505,Tinggi
L139,PERSONAL,12077505,Tinggi
L149,PERSONAL,12077505,Tinggi
L059,PERSONAL,12077505,Tinggi
L135,PERSONAL,12077505,Tinggi
L002,PERSONAL,12077505,Tinggi
L013,PERSONAL,12077505,Tinggi
L083,PERSONAL,12077505,Tinggi
L008,PERSONAL,12077505,Tinggi
L080,PERSONAL,12077505,Tinggi
L033,PERSONAL,12077505,Tinggi
L024,PERSONAL,12077505,Tinggi
L079,PERSONAL,12077505,Tinggi
L053,PERSONAL,12077505,Tinggi
L019,PERSONAL,12077505,Tinggi
L070,PERSONAL,12077505,Tinggi
L113,PERSONAL,12077505,Tinggi
L115,PERSONAL,12077505,Tinggi
L077,PERSONAL,12077505,Tinggi
L105,PERSONAL,12077505,Tinggi
L072,PERSONAL,12077505,Tinggi
L134,PERSONAL,12077505,Tinggi
L100,PERSONAL,12077505,Tinggi
L133,PERSONAL,12077505,Tinggi
L041,PERSONAL,12077505,Tinggi
L139,PERSONAL,12077505,Tinggi
L002,PERSONAL,12077505,Tinggi
L008,PERSONAL,12077505,Tinggi
L083,PERSONAL,12077505,Tinggi
L014,PERSONAL,12077505,Tinggi
L091,PERSONAL,12077505,Tinggi
L030,PERSONAL,12077505,Tinggi
L088,PERSONAL,12077505,Tinggi
L115,PERSONAL,12077505,Tinggi
L010,PERSONAL,12077505,Tinggi
L040,PERSONAL,12077505,Tinggi
L059,PERSONAL,12077505,Tinggi
L127,PERSONAL,12077505,Tinggi
L108,PERSONAL,12077505,Tinggi
L119,PERSONAL,12077505,Tinggi
L078,PERSONAL,12077505,Tinggi
L013,PERSONAL,12077505,Tinggi
L149,PERSONAL,12077505,Tinggi
L113,PERSONAL,12077505,Tinggi
L101,PERSONAL,12077505,Tinggi
L147,PERSONAL,12077505,Tinggi
L061,PERSONAL,12077505,Tinggi
L092,PERSONAL,12077505,Tinggi
L061,PERSONAL,12077505,Tinggi
L043,PERSONAL,12077505,Tinggi
L127,PERSONAL,12077505,Tinggi
L105,PERSONAL,12077505,Tinggi
L096,PERSONAL,12077505,Tinggi
L001,PERSONAL,12077505,Tinggi
L032,PERSONAL,12077505,Tinggi
L010,PERSONAL,12077505,Tinggi
L074,PERSONAL,12077505,Tinggi
L008,PERSONAL,12077505,Tinggi
L074,PERSONAL,12077505,Tinggi
L021,PERSONAL,12077505,Tinggi
L043,PERSONAL,12077505,Tinggi
L070,PERSONAL,12077505,Tinggi
L131,PERSONAL,12077505,Tinggi
L015,PERSONAL,12077505,Tinggi
L080,PERSONAL,12077505,Tinggi
L090,PERSONAL,12077505,Tinggi
L131,PERSONAL,12077505,Tinggi
L036,PERSONAL,12077505,Tinggi
L024,PERSONAL,12077505,Tinggi
L076,PERSONAL,12077505,Tinggi
L144,PERSONAL,12077505,Tinggi
L118,PERSONAL,12077505,Tinggi
L043,PERSONAL,12077505,Tinggi
L138,PERSONAL,12077505,Tinggi
L042,PERSONAL,12077505,Tinggi
L143,PERSONAL,12077505,Tinggi
L034,PERSONAL,12077505,Tinggi
L025,PERSONAL,12077505,Tinggi
L148,PERSONAL,12077505,Tinggi
L005,PERSONAL,12077505,Tinggi
L132,PERSONAL,12077505,Tinggi
L041,PERSONAL,12077505,Tinggi
L114,PERSONAL,12077505,Tinggi
L037,PERSONAL,12077505,Tinggi
L026,PERSONAL,12077505,Tinggi
L101,PERSONAL,12077505,Tinggi
L150,PERSONAL,12077505,Tinggi
L085,PERSONAL,12077505,Tinggi
L063,PERSONAL,12077505,Tinggi
L128,PERSONAL,12077505,Tinggi
L021,PERSONAL,12077505,Tinggi
L030,PERSONAL,12077505,Tinggi
L128,PERSONAL,12077505,Tinggi
L143,PERSONAL,12077505,Tinggi
L064,PERSONAL,12077505,Tinggi
L087,PERSONAL,12077505,Tinggi
L034,PERSONAL,12077505,Tinggi
L085,PERSONAL,12077505,Tinggi
L052,PERSONAL,12077505,Tinggi
L059,PERSONAL,12077505,Tinggi
L019,PERSONAL,12077505,Tinggi
L084,PERSONAL,12077505,Tinggi
L054,PERSONAL,12077505,Tinggi
L094,PERSONAL,12077505,Tinggi
L062,PERSONAL,12077505,Tinggi
L063,PERSONAL,12077505,Tinggi
L134,PERSONAL,12077505,Tinggi
L113,PERSONAL,12077505,Tinggi
L134,PERSONAL,12077505,Tinggi
L046,PERSONAL,12077505,Tinggi
L069,PERSONAL,12077505,Tinggi
L105,PERSONAL,12077505,Tinggi
L110,PERSONAL,12077505,Tinggi
L091,PERSONAL,12077505,Tinggi
L148,PERSONAL,12077505,Tinggi
L009,PERSONAL,12077505,Tinggi
L126,PERSONAL,12077505,Tinggi
L106,PERSONAL,12077505,Tinggi
L042,PERSONAL,12077505,Tinggi
L047,PERSONAL,12077505,Tinggi
L130,PERSONAL,12077505,Tinggi
L069,PERSONAL,12077505,Tinggi
L103,PERSONAL,12077505,Tinggi
L057,PERSONAL,12077505,Tinggi
L147,PERSONAL,12077505,Tinggi
L038,PERSONAL,12077505,Tinggi
L064,PERSONAL,12077505,Tinggi
L094,VENTURE,13221208,Tinggi
L085,VENTURE,13221208,Tinggi
L084,VENTURE,13221208,Tinggi
L127,VENTURE,13221208,Tinggi
L064,VENTURE,13221208,Tinggi
L132,VENTURE,13221208,Tinggi
L032,VENTURE,13221208,Tinggi
L067,VENTURE,13221208,Tinggi
L117,VENTURE,13221208,Tinggi
L069,VENTURE,13221208,Tinggi
L143,VENTURE,13221208,Tinggi
L146,VENTURE,13221208,Tinggi
L037,VENTURE,13221208,Tinggi
L014,VENTURE,13221208,Tinggi
L120,VENTURE,13221208,Tinggi
L148,VENTURE,13221208,Tinggi
L123,VENTURE,13221208,Tinggi
L039,VENTURE,13221208,Tinggi
L046,VENTURE,13221208,Tinggi
L065,VENTURE,13221208,Tinggi
L109,VENTURE,13221208,Tinggi
L143,VENTURE,13221208,Tinggi
L003,VENTURE,13221208,Tinggi
L017,VENTURE,13221208,Tinggi
L093,VENTURE,13221208,Tinggi
L112,VENTURE,13221208,Tinggi
L096,VENTURE,13221208,Tinggi
L128,VENTURE,13221208,Tinggi
L129,VENTURE,13221208,Tinggi
L060,VENTURE,13221208,Tinggi
L110,VENTURE,13221208,Tinggi
L107,VENTURE,13221208,Tinggi
L056,VENTURE,13221208,Tinggi
L133,VENTURE,13221208,Tinggi
L140,VENTURE,13221208,Tinggi
L114,VENTURE,13221208,Tinggi
L011,VENTURE,13221208,Tinggi
L149,VENTURE,13221208,Tinggi
L022,VENTURE,13221208,Tinggi
L075,VENTURE,13221208,Tinggi
L146,VENTURE,13221208,Tinggi
L054,VENTURE,13221208,Tinggi
L005,VENTURE,13221208,Tinggi
L125,VENTURE,13221208,Tinggi
L083,VENTURE,13221208,Tinggi
L147,VENTURE,13221208,Tinggi
L037,VENTURE,13221208,Tinggi
L044,VENTURE,13221208,Tinggi
L003,VENTURE,13221208,Tinggi
L025,VENTURE,13221208,Tinggi
L132,VENTURE,13221208,Tinggi
L108,VENTURE,13221208,Tinggi
L046,VENTURE,13221208,Tinggi
L048,VENTURE,13221208,Tinggi
L073,VENTURE,13221208,Tinggi
L077,VENTURE,13221208,Tinggi
L110,VENTURE,13221208,Tinggi
L002,VENTURE,13221208,Tinggi
L128,VENTURE,13221208,Tinggi
L093,VENTURE,13221208,Tinggi
L038,VENTURE,13221208,Tinggi
L092,VENTURE,13221208,Tinggi
L031,VENTURE,13221208,Tinggi
L020,VENTURE,13221208,Tinggi
L067,VENTURE,13221208,Tinggi
L150,VENTURE,13221208,Tinggi
L135,VENTURE,13221208,Tinggi
L076,VENTURE,13221208,Tinggi
L103,VENTURE,13221208,Tinggi
L140,VENTURE,13221208,Tinggi
L056,VENTURE,13221208,Tinggi
L034,VENTURE,13221208,Tinggi
L130,VENTURE,13221208,Tinggi
L088,VENTURE,13221208,Tinggi
L015,VENTURE,13221208,Tinggi
L045,VENTURE,13221208,Tinggi
L097,VENTURE,13221208,Tinggi
L128,VENTURE,13221208,Tinggi
L113,VENTURE,13221208,Tinggi
L102,VENTURE,13221208,Tinggi
L085,VENTURE,13221208,Tinggi
L147,VENTURE,13221208,Tinggi
L013,VENTURE,13221208,Tinggi
L134,VENTURE,13221208,Tinggi
L071,VENTURE,13221208,Tinggi
L107,VENTURE,13221208,Tinggi
L135,VENTURE,13221208,Tinggi
L045,VENTURE,13221208,Tinggi
L066,VENTURE,13221208,Tinggi
L001,VENTURE,13221208,Tinggi
L053,VENTURE,13221208,Tinggi
L093,VENTURE,13221208,Tinggi
L057,VENTURE,13221208,Tinggi
L100,VENTURE,13221208,Tinggi
L148,VENTURE,13221208,Tinggi
L032,VENTURE,13221208,Tinggi
L138,VENTURE,13221208,Tinggi
L119,VENTURE,13221208,Tinggi
L022,VENTURE,13221208,Tinggi
L089,VENTURE,13221208,Tinggi
L048,VENTURE,13221208,Tinggi
L043,VENTURE,13221208,Tinggi
L144,VENTURE,13221208,Tinggi
L144,VENTURE,13221208,Tinggi
L074,VENTURE,13221208,Tinggi
L101,VENTURE,13221208,Tinggi
L019,VENTURE,13221208,Tinggi
L072,VENTURE,13221208,Tinggi
L098,VENTURE,13221208,Tinggi
L014,VENTURE,13221208,Tinggi
L070,VENTURE,13221208,Tinggi
L141,VENTURE,13221208,Tinggi
L010,VENTURE,13221208,Tinggi
L121,VENTURE,13221208,Tinggi
L020,VENTURE,13221208,Tinggi
L139,VENTURE,13221208,Tinggi
L084,VENTURE,13221208,Tinggi
L043,VENTURE,13221208,Tinggi
L015,VENTURE,13221208,Tinggi
L093,VENTURE,13221208,Tinggi
L141,VENTURE,13221208,Tinggi
L128,VENTURE,13221208,Tinggi
L143,VENTURE,13221208,Tinggi
L005,VENTURE,13221208,Tinggi
L047,VENTURE,13221208,Tinggi
L016,VENTURE,13221208,Tinggi
L041,VENTURE,13221208,Tinggi
L121,VENTURE,13221208,Tinggi
L109,VENTURE,13221208,Tinggi
L041,VENTURE,13221208,Tinggi
L095,VENTURE,13221208,Tinggi
L030,VENTURE,13221208,Tinggi
L126,VENTURE,13221208,Tinggi
L063,VENTURE,13221208,Tinggi
L090,VENTURE,13221208,Tinggi
L093,VENTURE,13221208,Tinggi
L019,VENTURE,13221208,Tinggi
L087,VENTURE,13221208,Tinggi
L124,VENTURE,13221208,Tinggi
L008,VENTURE,13221208,Tinggi
L088,VENTURE,13221208,Tinggi
L150,VENTURE,13221208,Tinggi
L138,VENTURE,13221208,Tinggi
L059,VENTURE,13221208,Tinggi
L080,VENTURE,13221208,Tinggi
L124,VENTURE,13221208,Tinggi
L052,VENTURE,13221208,Tinggi
L091,VENTURE,13221208,Tinggi
L017,VENTURE,13221208,Tinggi
L089,VENTURE,13221208,Tinggi
L127,VENTURE,13221208,Tinggi
L145,VENTURE,13221208,Tinggi
L067,VENTURE,13221208,Tinggi
L005,VENTURE,13221208,Tinggi
L027,VENTURE,13221208,Tinggi
L150,VENTURE,13221208,Tinggi
L029,VENTURE,13221208,Tinggi
L018,VENTURE,13221208,Tinggi
L007,VENTURE,13221208,Tinggi
L108,VENTURE,13221208,Tinggi
L015,VENTURE,13221208,Tinggi
L047,VENTURE,13221208,Tinggi
L036,VENTURE,13221208,Tinggi
L014,VENTURE,13221208,Tinggi
L129,VENTURE,13221208,Tinggi
L072,VENTURE,13221208,Tinggi
L148,VENTURE,13221208,Tinggi
L026,VENTURE,13221208,Tinggi
L001,VENTURE,13221208,Tinggi
L124,VENTURE,13221208,Tinggi
L150,VENTURE,13221208,Tinggi
L111,VENTURE,13221208,Tinggi
L140,VENTURE,13221208,Tinggi
L100,VENTURE,13221208,Tinggi
L104,VENTURE,13221208,Tinggi
L139,VENTURE,13221208,Tinggi
L061,VENTURE,13221208,Tinggi
L056,VENTURE,13221208,Tinggi
